Age,Workclass,Education,Marital-status,Occupation,Relationship,Race,Gender,Hours-per-week,Native-country,Income,Encoded_Salary
29,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
20,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0
62,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Other-service,Husband,White,Male,20,United-States,<=50K,0
28,Self-emp-not-inc,Master's Degree,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,54,South,<=50K,0
49,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
34,Private,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Wife,Black,Female,35,United-States,<=50K,0
51,Self-emp-not-inc,Bachelor's Degree,Married-civ-spouse,Sales,Husband,White,Male,8,United-States,<=50K,0
44,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
40,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,1
37,Private,Less than Bachelor's,Divorced,Farming-fishing,Own-child,White,Male,60,United-States,<=50K,0
26,Private,Bachelor's Degree,Never-married,Sales,Own-child,White,Male,50,United-States,<=50K,0
37,State-gov,Less than Bachelor's,Divorced,Adm-clerical,Unmarried,White,Female,25,United-States,<=50K,0
62,Federal-gov,Master's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,1
46,Private,Master's Degree,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
51,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,>50K,1
42,Private,Master's Degree,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K,0
61,Private,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,United-States,>50K,1
65,Private,Less than Bachelor's,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K,0
44,Federal-gov,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Philippines,>50K,1
22,Private,Less than Bachelor's,Never-married,Adm-clerical,Own-child,White,Female,38,United-States,<=50K,0
50,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
19,Private,Less than Bachelor's,Never-married,Farming-fishing,Other-relative,White,Male,8,United-States,<=50K,0
44,Federal-gov,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,Black,Male,60,United-States,<=50K,0
29,Private,Bachelor's Degree,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,0
48,Private,Bachelor's Degree,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,1
55,Self-emp-inc,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,80,United-States,<=50K,0
43,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,<=50K,0
47,Federal-gov,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
22,Private,Less than Bachelor's,Never-married,Sales,Not-in-family,White,Male,30,United-States,<=50K,0
47,Private,Less than Bachelor's,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Female,28,Taiwan,<=50K,0
24,Private,Bachelor's Degree,Never-married,Sales,Not-in-family,White,Female,50,United-States,<=50K,0
38,Private,Master's Degree,Married-civ-spouse,Craft-repair,Husband,White,Male,50,Poland,<=50K,0
39,Private,Master's Degree,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K,1
24,Private,Less than Bachelor's,Never-married,Sales,Unmarried,White,Female,40,United-States,<=50K,0
31,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K,1
65,Private,Less than Bachelor's,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Male,40,South,<=50K,0
19,Private,Less than Bachelor's,Never-married,Sales,Other-relative,Amer-Indian-Eskimo,Female,78,United-States,<=50K,0
45,Private,Less than Bachelor's,Divorced,Exec-managerial,Unmarried,White,Female,56,United-States,>50K,1
33,Private,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,1
61,State-gov,Bachelor's Degree,Divorced,Exec-managerial,Unmarried,Black,Female,40,United-States,<=50K,0
55,Private,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,<=50K,0
27,Private,Less than Bachelor's,Never-married,Prof-specialty,Not-in-family,White,Female,42,United-States,<=50K,0
29,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Not-in-family,White,Male,36,United-States,<=50K,0
40,Private,Bachelor's Degree,Never-married,Exec-managerial,Not-in-family,White,Female,60,United-States,>50K,1
36,Private,Less than Bachelor's,Divorced,Other-service,Unmarried,Black,Male,40,United-States,<=50K,0
23,Private,Bachelor's Degree,Never-married,Exec-managerial,Not-in-family,White,Male,30,United-States,<=50K,0
49,Local-gov,Less than Bachelor's,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,0
39,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
47,Private,Master's Degree,Divorced,Sales,Not-in-family,White,Male,40,United-States,>50K,1
40,Private,Less than Bachelor's,Married-civ-spouse,Tech-support,Own-child,White,Female,40,United-States,>50K,1
40,Private,Bachelor's Degree,Divorced,Exec-managerial,Not-in-family,White,Male,55,United-States,>50K,1
46,Private,Master's Degree,Married-civ-spouse,Other-service,Husband,White,Male,20,United-States,<=50K,0
35,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
19,State-gov,Less than Bachelor's,Never-married,Adm-clerical,Own-child,White,Female,30,United-States,<=50K,0
42,Private,Master's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,1
49,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0
44,Private,Bachelor's Degree,Divorced,Prof-specialty,Unmarried,Black,Female,35,United-States,<=50K,0
64,Without-pay,Less than Bachelor's,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,60,United-States,>50K,1
23,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Other-relative,White,Male,60,United-States,<=50K,0
22,Private,Less than Bachelor's,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0
22,Private,Less than Bachelor's,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0
43,Private,Less than Bachelor's,Married-civ-spouse,Other-service,Husband,Black,Male,40,Haiti,<=50K,0
34,Private,Bachelor's Degree,Married-civ-spouse,Adm-clerical,Husband,White,Male,37,United-States,<=50K,0
21,Private,Less than Bachelor's,Never-married,Exec-managerial,Unmarried,White,Female,30,United-States,<=50K,0
21,Private,Less than Bachelor's,Never-married,Other-service,Own-child,Black,Male,40,United-States,<=50K,0
34,Local-gov,Less than Bachelor's,Divorced,Protective-serv,Unmarried,Black,Female,40,United-States,<=50K,0
68,State-gov,Master's Degree,Divorced,Prof-specialty,Not-in-family,White,Female,20,United-States,<=50K,0
45,Private,Master's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,52,United-States,>50K,1
33,Private,Less than Bachelor's,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,38,United-States,<=50K,0
41,Private,Bachelor's Degree,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,1
30,Private,Less than Bachelor's,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,Mexico,<=50K,0
69,Self-emp-not-inc,Master's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,1
25,Private,Bachelor's Degree,Never-married,Prof-specialty,Not-in-family,White,Male,44,United-States,<=50K,0
36,Private,Less than Bachelor's,Divorced,Other-service,Unmarried,White,Female,30,United-States,<=50K,0
38,Local-gov,Less than Bachelor's,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,0
40,Self-emp-inc,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,1
59,Private,Less than Bachelor's,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,1
36,Private,Less than Bachelor's,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,40,United-States,<=50K,0
33,Private,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,1
31,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
51,Private,Less than Bachelor's,Divorced,Sales,Unmarried,White,Female,35,United-States,<=50K,0
31,Private,Bachelor's Degree,Widowed,Prof-specialty,Own-child,White,Male,35,United-States,<=50K,0
48,Private,Less than Bachelor's,Married-civ-spouse,Adm-clerical,Husband,White,Male,52,Dominican-Republic,<=50K,0
52,Private,Less than Bachelor's,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K,0
41,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,<=50K,0
40,Local-gov,Master's Degree,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0
53,Local-gov,Less than Bachelor's,Married-civ-spouse,Other-service,Husband,White,Male,45,United-States,<=50K,0
24,Private,Less than Bachelor's,Never-married,Tech-support,Own-child,White,Male,40,United-States,<=50K,0
38,Private,Bachelor's Degree,Married-civ-spouse,Adm-clerical,Husband,White,Male,48,United-States,<=50K,0
70,Local-gov,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0
58,Private,Less than Bachelor's,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,0
54,Private,Less than Bachelor's,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K,0
44,Private,Bachelor's Degree,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,>50K,1
42,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,Jamaica,<=50K,0
47,State-gov,Master's Degree,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K,1
34,Private,Bachelor's Degree,Married-civ-spouse,Priv-house-serv,Wife,White,Female,20,United-States,>50K,1
39,Self-emp-inc,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,84,United-States,>50K,1
52,Private,Less than Bachelor's,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,1
21,State-gov,Less than Bachelor's,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,40,United-States,<=50K,0
57,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,70,United-States,<=50K,0
71,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3,United-States,<=50K,0
28,Private,Bachelor's Degree,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,1
21,State-gov,Less than Bachelor's,Never-married,Prof-specialty,Own-child,White,Female,35,United-States,<=50K,0
38,Private,Less than Bachelor's,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0
47,Local-gov,Bachelor's Degree,Divorced,Prof-specialty,Not-in-family,White,Male,48,United-States,<=50K,0
85,Private,Master's Degree,Widowed,Prof-specialty,Not-in-family,White,Female,5,United-States,<=50K,0
53,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0
54,Federal-gov,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,1
53,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,34,United-States,<=50K,0
46,Private,Bachelor's Degree,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,1
46,Private,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,1
36,Private,Less than Bachelor's,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,60,United-States,>50K,1
73,Local-gov,Less than Bachelor's,Widowed,Other-service,Not-in-family,White,Female,15,United-States,<=50K,0
23,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Wife,White,Female,45,United-States,<=50K,0
42,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,45,United-States,>50K,1
39,Private,Less than Bachelor's,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,1
34,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,48,United-States,<=50K,0
57,Self-emp-not-inc,Less than Bachelor's,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K,0
49,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Sales,Wife,White,Female,60,United-States,<=50K,0
20,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,0
45,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0
64,Private,Less than Bachelor's,Widowed,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K,0
19,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,0
19,Private,Less than Bachelor's,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0
17,Private,Less than Bachelor's,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K,0
22,Private,Less than Bachelor's,Never-married,Craft-repair,Unmarried,White,Male,50,United-States,<=50K,0
41,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,0
22,Private,Bachelor's Degree,Never-married,Sales,Not-in-family,White,Female,45,United-States,<=50K,0
38,Local-gov,Bachelor's Degree,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0
40,Self-emp-not-inc,Master's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K,0
23,Private,Less than Bachelor's,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,0
90,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,South,<=50K,0
18,Private,Less than Bachelor's,Never-married,Sales,Own-child,White,Female,25,United-States,<=50K,0
31,Private,Bachelor's Degree,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,35,Philippines,<=50K,0
34,Self-emp-not-inc,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,<=50K,0
44,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,Black,Male,40,United-States,>50K,1
17,Private,Less than Bachelor's,Never-married,Craft-repair,Own-child,Other,Female,35,El-Salvador,<=50K,0
21,Private,Less than Bachelor's,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K,0
57,Private,Less than Bachelor's,Separated,Craft-repair,Not-in-family,Black,Male,40,United-States,<=50K,0
26,Private,Bachelor's Degree,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K,0
33,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,1
43,Private,Less than Bachelor's,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,0
35,Private,Master's Degree,Never-married,Prof-specialty,Not-in-family,White,Female,35,United-States,<=50K,0
46,Private,Less than Bachelor's,Divorced,Prof-specialty,Not-in-family,White,Female,80,United-States,<=50K,0
48,Private,Bachelor's Degree,Never-married,Craft-repair,Not-in-family,White,Male,60,United-States,>50K,1
52,Self-emp-not-inc,Less than Bachelor's,Divorced,Sales,Unmarried,White,Male,40,United-States,<=50K,0
28,Private,Less than Bachelor's,Never-married,Sales,Own-child,White,Male,35,United-States,<=50K,0
35,Private,Bachelor's Degree,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Italy,>50K,1
17,Private,Less than Bachelor's,Never-married,Protective-serv,Own-child,White,Female,40,United-States,<=50K,0
47,Self-emp-not-inc,Bachelor's Degree,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,>50K,1
38,Private,Bachelor's Degree,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,<=50K,0
34,Private,Bachelor's Degree,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K,1
36,Private,Less than Bachelor's,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0
47,Private,Less than Bachelor's,Separated,Other-service,Not-in-family,White,Male,21,United-States,<=50K,0
58,Private,Doctorate Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,1
46,Private,Less than Bachelor's,Widowed,Other-service,Not-in-family,White,Female,40,Portugal,<=50K,0
28,Private,Less than Bachelor's,Separated,Other-service,Unmarried,Black,Female,20,United-States,<=50K,0
46,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K,1
35,Local-gov,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0
27,Private,Bachelor's Degree,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0
41,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,1
22,Private,Bachelor's Degree,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,0
20,Private,Less than Bachelor's,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,0
32,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,<=50K,0
29,Federal-gov,Less than Bachelor's,Never-married,Handlers-cleaners,Own-child,White,Male,44,United-States,<=50K,0
23,Private,Less than Bachelor's,Never-married,Adm-clerical,Not-in-family,White,Female,15,United-States,<=50K,0
81,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,<=50K,0
17,Private,Less than Bachelor's,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K,0
40,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,1
19,Private,Less than Bachelor's,Never-married,Other-service,Own-child,White,Male,30,United-States,<=50K,0
50,Self-emp-not-inc,Master's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,United-States,<=50K,0
42,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,0
18,Self-emp-inc,Less than Bachelor's,Never-married,Other-service,Own-child,White,Male,16,United-States,<=50K,0
38,Private,Less than Bachelor's,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0
67,Private,Less than Bachelor's,Widowed,Handlers-cleaners,Unmarried,White,Female,32,United-States,<=50K,0
55,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,>50K,1
46,Self-emp-inc,Master's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,1
31,Private,Master's Degree,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,>50K,1
30,Private,Less than Bachelor's,Divorced,Handlers-cleaners,Other-relative,White,Male,40,United-States,<=50K,0
52,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,1
63,Local-gov,Less than Bachelor's,Married-civ-spouse,Adm-clerical,Wife,White,Female,45,United-States,<=50K,0
69,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,28,United-States,<=50K,0
40,Private,Less than Bachelor's,Never-married,Sales,Not-in-family,White,Male,80,United-States,>50K,1
33,Private,Less than Bachelor's,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0
81,Private,Master's Degree,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,1
71,Private,Bachelor's Degree,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,28,United-States,<=50K,0
26,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,0
51,Local-gov,Master's Degree,Married-civ-spouse,Prof-specialty,Wife,White,Female,32,United-States,>50K,1
26,Local-gov,Less than Bachelor's,Married-civ-spouse,Craft-repair,Own-child,Black,Male,40,United-States,<=50K,0
56,Self-emp-not-inc,Master's Degree,Married-civ-spouse,Sales,Wife,White,Female,70,United-States,<=50K,0
18,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Not-in-family,Other,Male,25,United-States,<=50K,0
43,State-gov,Less than Bachelor's,Separated,Craft-repair,Not-in-family,White,Male,37,United-States,<=50K,0
46,Private,Master's Degree,Never-married,Exec-managerial,Not-in-family,White,Male,60,United-States,>50K,1
30,Private,Bachelor's Degree,Never-married,Sales,Other-relative,White,Female,40,United-States,<=50K,0
34,Private,Less than Bachelor's,Never-married,Sales,Unmarried,Black,Female,35,United-States,<=50K,0
36,Private,Less than Bachelor's,Married-spouse-absent,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,60,India,<=50K,0
44,Private,Less than Bachelor's,Divorced,Machine-op-inspct,Own-child,Black,Male,40,United-States,<=50K,0
38,Private,Less than Bachelor's,Never-married,Adm-clerical,Not-in-family,White,Male,48,United-States,<=50K,0
43,Self-emp-not-inc,Master's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,United-States,<=50K,0
46,Local-gov,Bachelor's Degree,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,0
61,Private,Less than Bachelor's,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,38,United-States,<=50K,0
41,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,0
25,Private,Bachelor's Degree,Never-married,Other-service,Not-in-family,White,Female,60,United-States,<=50K,0
34,Federal-gov,Less than Bachelor's,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,40,United-States,<=50K,0
39,Private,Bachelor's Degree,Never-married,Prof-specialty,Not-in-family,White,Female,32,United-States,<=50K,0
20,Private,Less than Bachelor's,Never-married,Machine-op-inspct,Own-child,White,Female,40,United-States,<=50K,0
45,Private,Less than Bachelor's,Divorced,Other-service,Not-in-family,White,Female,32,United-States,<=50K,0
18,Private,Less than Bachelor's,Never-married,Other-service,Not-in-family,White,Female,30,United-States,<=50K,0
27,Private,Less than Bachelor's,Divorced,Other-service,Unmarried,Black,Female,37,United-States,<=50K,0
33,Private,Less than Bachelor's,Never-married,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K,0
42,Private,Less than Bachelor's,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,0
49,Self-emp-inc,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0
36,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0
28,Private,Bachelor's Degree,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,0
56,State-gov,Less than Bachelor's,Divorced,Adm-clerical,Not-in-family,White,Female,30,United-States,<=50K,0
18,Private,Less than Bachelor's,Never-married,Sales,Own-child,White,Female,18,United-States,<=50K,0
65,Private,Less than Bachelor's,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,1
17,Private,Less than Bachelor's,Never-married,Other-service,Own-child,White,Male,30,United-States,<=50K,0
27,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,1
23,Private,Bachelor's Degree,Never-married,Adm-clerical,Own-child,Black,Female,30,United-States,<=50K,0
39,Private,Less than Bachelor's,Divorced,Farming-fishing,Unmarried,White,Male,1,United-States,<=50K,0
46,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K,0
32,Private,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,<=50K,0
34,Private,Bachelor's Degree,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,40,Philippines,<=50K,0
26,Private,Bachelor's Degree,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,<=50K,0
61,Private,Less than Bachelor's,Divorced,Adm-clerical,Not-in-family,White,Female,36,United-States,<=50K,0
31,Self-emp-not-inc,Bachelor's Degree,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,<=50K,0
56,Federal-gov,Less than Bachelor's,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,0
23,Private,Less than Bachelor's,Never-married,Other-service,Own-child,White,Male,20,United-States,<=50K,0
48,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K,0
73,Private,Less than Bachelor's,Married-civ-spouse,Sales,Husband,White,Male,20,United-States,>50K,1
28,Private,Bachelor's Degree,Never-married,Transport-moving,Own-child,Black,Male,40,Cambodia,<=50K,0
41,Private,Bachelor's Degree,Never-married,Craft-repair,Not-in-family,White,Male,42,United-States,<=50K,0
28,Private,Less than Bachelor's,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,1
37,Local-gov,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,<=50K,0
20,Private,Less than Bachelor's,Never-married,Sales,Unmarried,White,Female,35,United-States,<=50K,0
45,Private,Bachelor's Degree,Never-married,Sales,Not-in-family,White,Female,48,United-States,>50K,1
34,Private,Bachelor's Degree,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,1
72,Private,Bachelor's Degree,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,Canada,>50K,1
54,Federal-gov,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,1
24,Private,Bachelor's Degree,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K,0
23,Private,Less than Bachelor's,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,30,Vietnam,<=50K,0
49,Local-gov,Less than Bachelor's,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,0
45,Private,Less than Bachelor's,Separated,Other-service,Not-in-family,White,Female,35,United-States,<=50K,0
41,Self-emp-not-inc,Less than Bachelor's,Married-civ-spouse,Farming-fishing,Husband,White,Male,36,Mexico,<=50K,0
51,Federal-gov,Less than Bachelor's,Separated,Prof-specialty,Not-in-family,Black,Female,40,United-States,>50K,1
40,Private,Less than Bachelor's,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,0
29,State-gov,Master's Degree,Married-civ-spouse,Tech-support,Husband,White,Male,50,Germany,<=50K,0
26,Private,Less than Bachelor's,Married-civ-spouse,Craft-repair,Husband,White,Male,35,Mexico,<=50K,0
59,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,0
36,Private,Less than Bachelor's,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K,0
48,Local-gov,Bachelor's Degree,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K,1
22,State-gov,Less than Bachelor's,Never-married,Prof-specialty,Not-in-family,White,Female,16,United-States,<=50K,0
52,Private,Less than Bachelor's,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,>50K,1
39,Private,Less than Bachelor's,Never-married,Other-service,Not-in-family,White,Female,47,United-States,<=50K,0
25,Private,Less than Bachelor's,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,0
37,Self-emp-not-inc,Bachelor's Degree,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,>50K,1
